web-scraper-order,web-scraper-start-url,club-image-src,club-name,club-description
"1523568745-343","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/40827235-ea55-4585-aef4-12c2fb869684717d938c-c5c1-4e43-8254-63273c5f88d1.jpg?preset=small-sq","Kappa Delta Sorority","Kappa Delta is a National Organization that inspires its members to reach their potential by offering opportunities for leadership, personal development, academic success and community service, all in the context of true friendship."
"1523568745-304","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/5c8db581-096a-47d6-b5d6-6cf57a2fc2b0f6c10c0b-7c5e-4783-b1ac-71349573ba9f.png?preset=small-sq","Hillel","Central Florida Hillel is the Center for Jewish life on campus at the University of Central Florida."
"1523568745-91","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/e2cd729d-14b6-4079-9eb2-dd14ddcef535c3dede11-6954-4ecb-afcf-a96692a6f204.jpg?preset=small-sq","American Association of University Women","The mission of  American Association of University Women is to advance equity for women and girls through advocacy, philanthropy, and research."
"1523568745-479","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/c1b3ae68-4fb7-45f6-b5ec-c5c7e0199e687e905add-fdd6-4873-aa5c-586343cbdeff.jpg?preset=small-sq","Pegasus Palooza","As UCF's Official Welcome Week, Pegasus Palooza returns every Fall semester with a week full of social, academic, and service activities for students to get acquainted with the UCF campus, meet people, and simply to have fun!"
"1523568745-73","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/a1eb37d6-6169-4fc7-a790-46f0ae043014e909fb0b-c54a-4516-ab2a-90be586e8ec6.png?preset=small-sq","Adventist Campus Ministry @ UCF","Adventist Campus Ministry is a Seventh-day Adventist Christian organization built on faith, friendship, and developing a closer relationship with Christ. Follow us @acmucf on Facebook, Instagram and Twitter!"
"1523568745-230","https://knightconnect.campuslabs.com/engage/organizations","","D","The Doctoral Program in Public Affairs Student Organization exists to create opportunities for members to enhance the skills necessary to build value in the Public Affairs Doctoral Program Degree within an effectual and interdisciplinary environment."
"1523568745-127","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/ff93f51e-0b38-4e5f-a54e-6aa7a55b5b3432e46fdb-d14e-4b7b-a8ba-c475871aa65e.jpg?preset=small-sq","Astronomy Society","Our organization strives to create, enhance, and deliver a definite vehicle that will help its members cultivate the love and respect for the mystery of the cosmos."
"1523568745-586","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/4e68fab6-fdb0-49de-b30f-c8c26369ef99a2547039-d9eb-4495-a784-a3d23bc54c95.jpg?preset=small-sq","Society of Environmental Engineers","SEE incorporates all sections of environmental engineering: solid and hazardous waste, air pollution, water, and wastewater. We also work with several professional engineering groups such as AWWA, AWMA, and FWEA."
"1523568745-154","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/b816c53c-83e1-441a-99a8-1e02f76fe4f57b20b59e-fd05-4fc5-8cb8-b9b60163f588.jpg?preset=small-sq","Brazilian Student Association","The mission of the Brazilian Student Association is to integrate and support the Brazilian community, while promoting cultural awareness about Brazil and the Portuguese language."
"1523568745-309","https://knightconnect.campuslabs.com/engage/organizations","","H","HSMAI Collegiate Chapter is the leading resource needed to establish a successful career in the Hospitality industry by providing networking opportunities which offer sales and marketing knowledge and professional guidance."
"1523568745-89","https://knightconnect.campuslabs.com/engage/organizations","","A","Alpha Xi Delta is a social organization. This women's Fraternity's motto is ""Inspiring Women to Realize Their Potential."" The sisters of Alpha Xi Delta pride themselves on inspiring each other to achieve their goals."
"1523568745-426","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/baff2d96-e10a-4c78-aaf0-a0492e8fb14df2a90c0c-0ea9-4e75-8857-5e961b53ad19.JPG?preset=small-sq","National Association for the Advancement of Colored People","To advance the economic, education, social and political status; to stimulate an appreciation of the African Diaspora and other people of color’s contribution to civilization; and to develop an an intelligent, militant effective youth leadership."
"1523568745-298","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/2a87a97a-2c11-4f5d-a6d7-b447660c5aa84bdb96c3-c20c-4a95-8692-e6ea4007c113.png?preset=small-sq","Health Service Administration, Student Association","Welcome to the Health Services Administration Student Association (HSASA) at the University of Central Florida. HSASA is an organization comprised of students interested in pursuing careers in healthcare administration."
"1523568745-594","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/34bd02e8-de17-474f-b635-44eb86c1bde3e892bf64-5c60-4336-86d5-7fc73b944909.JPG?preset=small-sq","Softball Club @ UCF","Mission Statement:  Provide a competitive and culturally diverse enviroment for those students who wish to play softball at the college level."
"1523568745-543","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/968623db-6ed4-4804-b491-30d58e5c53516ac7afd2-6c5f-4597-bab0-b5009d41a2e6.JPG?preset=small-sq","Rock Climbing Club @ UCF","The Rock Climbing Club is for all UCF students who are interested in climbing. We accept climbers of all levels and are more than happy to accept students who are just getting involved with the sport!  Club practices are held twice a week at the off ..."
"1523568745-473","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/1e4c3111-56ff-4870-bc00-fae276d0d37379b5240d-d267-4336-afa2-295735d72623.png?preset=small-sq","Pakistani Student Association","The mission of the Pakistani Student Association at UCF is to celebrate, promote, and share the rich culture of Pakistan with the UCF student body through service-oriented, social, and educational events."
"1523568745-300","https://knightconnect.campuslabs.com/engage/organizations","","H","The mission of the Department of Housing and Residence Life is to provide students living in university housing with a safe and secure environment that is conducive to academic and personal achievement."
"1523568745-405","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/02961d2a-d673-4dc0-9613-807a4f0035c71e958c04-2b79-451d-9b6a-29b04eef9317.png?preset=small-sq","Meeting Professionals International","MPI Knights is a student organization aimed at planners and suppliers that touches every area of the hospitality industry. We work with meeting, convention, wedding, and non-profit planners, and hotel, restaurant, theme park, and independent suppliers."
"1523568745-410","https://knightconnect.campuslabs.com/engage/organizations","","M","Men's Ultimate Frisbee at UCF is traveling, competitive sport club. The sport of Ultimate is physically demanding but tremendously fun. It compliments certain rules of American football and soccer with those that make Ultimate unique. The club boasts t..."
"1523568745-458","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/91e5370d-7ec7-40b4-b244-0172ade30a93b31f71f7-fbae-4d70-b2a4-c6459137aa56.jpg?preset=small-sq","Old Forms","This page can be used to access SGA Forms."
"1523568745-605","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/79069464-6889-489f-8dc0-d8727cc7dac662e23777-27c1-4353-80cc-c09f928d553c.JPG?preset=small-sq","Street Racing Made Safe","The mission of Street Racing Made Safe is to stop illegal street racing and bring racing to the local track."
"1523568745-391","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/417b25a0-79fa-4d69-a611-edd1b436ca6ae1efad84-2fbf-4211-bae6-e4bff46dd18e.jpg?preset=small-sq","LEAD Scholars Academy","LEAD Scholars Academy (LSA) will establish an environment that will provide comprehensive leadership education, development, and civic engagement opportunities for the UCF community."
"1523568745-550","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/071bcb32-09e9-41e7-819d-7f35318dd15a6d02efd4-36cf-4efe-8b11-a627d4361237.gif?preset=small-sq","Rotaract Club","Rotaract Club at UCF is a part of a worldwide organization of young men and women who believe they can make a difference. We focus on leadership development, community service, professional development, international service, and social activities!"
"1523568745-313","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/e31c808b-9fc6-42ef-b729-1ac44b88182d5bd3b890-348f-4acf-964f-53d7a4a25315.jpg?preset=small-sq","IgKnight","We are a nondenominational group who strive to live as Christ everyday. We want to IgKnight a fire in the hearts of people at UCF and show people how awesome God is!"
"1523568745-87","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/a788030f-187e-40cf-b143-a17b6ddbfea3281900b4-2837-44c1-9d2d-61f10512c74e.jpg?preset=small-sq","Alpha Sigma Kappa - Women in Technical Studies","Alpha Sigma Kappa - Women in Technical Studies® is a unique social sorority for women pursuing technical majors."
"1523568745-527","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/a9862007-c8f7-4b8b-b5f2-26559421690ba53e9375-0181-4d71-9df3-e3330a3f04aa.png?preset=small-sq","Puerto Rican Student Association","The Puerto Rican Student Association serves as liaison between the UCF and Puerto Rican community to support and unite Puerto Rican students at UCF."
"1523568745-488","https://knightconnect.campuslabs.com/engage/organizations","","P","Phi Delta Theta Fraternity is a brotherhood of gentlemen that exemplify the qualities of friendship, sound learning, and moral rectitude."
"1523568745-500","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/b2f6c0a9-bf53-40d3-83cf-6b83a96bcfa76e923dd5-43f0-469e-b585-7ed7fa9bedc2.jpg?preset=small-sq","Pi Kappa Phi","To young men of character seeking an enriched collegiate and life experience,
Pi Kappa Phi provides uncommon opportunities for service and leadership,
empowering growth and brotherhood for life through shared experiences
and chances to change the world"
"1523568745-425","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/7605189a-bc5d-4c42-8c85-88d1a427f9e2d84d3864-2ee7-4530-9ea3-29b302ffa41a.jpg?preset=small-sq","National Association for Catering and Events","Founded in the early years of Rosen College, NACE at UCF strives to provide students with knowledge and education about the hospitality industry, countless volunteer opportunities, and networking strategies to help further their future"
"1523568745-355","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/842844ff-f0f4-40a8-bb7d-c6fd2187810f9254405d-957a-40a1-a290-f4ae8ccf0f18.jpg?preset=small-sq","Knightmare Bhangra","The mission of Knightmare Bhangra is to spread and preserve the rich North Indian cultural and traditional dance form known as Bhangra, as well as compete at Bhangra competitions with other schools and spread joy through the dance form."
"1523568745-460","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/acf78580-c8ce-4655-8987-03159be2297d837d0e53-9ef7-4d66-bac9-b9a2c4f32d09.gif?preset=small-sq","Omega Psi Phi Fraternity, Inc.","The purpose of this chapter shall be to bring about a union of Omega men on the local, state, district and national levels who manifest high ideals of manhood, scholarship, perseverance, and uplift"
"1523568745-545","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/5e74a8d7-fe0c-4f02-bcb7-4b32e70480337418a873-0265-477d-87df-b75c30727662.png?preset=small-sq","Rosen Area Council","The mission of the Department of Housing and Residence Life is to provide students living in university housing with a safe and secure environment that is conducive to academic and personal achievement."
"1523568745-568","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/3cee20af-db4d-4a4c-aaf6-bfa8177650ac2ca59ded-b168-45e2-a16a-f5abdbb142db.jpg?preset=small-sq","Sigma Chi Fraternity","Sigma Chi is a brotherhood with roots in the collegiate experience that engenders a lifelong commitment to strive to achieve true friendship, equal justice and the fulfillment of learning."
"1523568745-331","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/b2e70406-d4c4-41b1-a8c8-f895faa15a5ffb822abf-d4b7-453b-92b3-c16ce413970f.jpeg?preset=small-sq","Iota Tau Alpha Athletic Training Honor Society","The mission of Iota Tau Alpha Athletic Training Honor Society shall be to function as an honors and professional society for students in the Athletic Training major."
"1523568745-256","https://knightconnect.campuslabs.com/engage/organizations","","F","To recognize and promote high scholastic standards among finance majors while providing targeted mentoring and professional opportunities in finance with emphasis on exposure to Wall Street firms."
"1523568745-508","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/fb1dd926-5b2b-46f4-a578-919c1e32ad78ff6c9461-6292-436f-84d5-f3c778872c8f.jpg?preset=small-sq","Pre-Medical American Medical Student Association","Pre-Med AMSA is one of the only nationally affiliated Pre-Med organization on campus, striving to help our members gain all the knowledge and experience they will need for their application of medical school."
"1523568745-352","https://knightconnect.campuslabs.com/engage/organizations","","K","The mission of the Knight O.W.Ls of BACCHUS is to provide UCF students with health related educational services through training sessions, tabling, and other on-campus and off-campus events."
"1523568745-574","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/84b9857d-5cb9-4235-88bc-57cf3261c320fdf2b412-99b9-4c59-bce1-3723e0230c51.jpg?preset=small-sq","Sigma Pi Fraternity","Sigma Pi Fraternity International"
"1523568745-540","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/c68de9ff-4b34-4d49-93a5-b782f515837a5f128d0b-cf99-4be0-b011-2466eb3402bb.jpg?preset=small-sq","Residence Hall Association","RHA strives to provide residents the UCF experience through programming and leadership opportunities. RHA encourages social and educational development, and advocates for the enhancement of the UCF residential experience."
"1523568745-610","https://knightconnect.campuslabs.com/engage/organizations","","S","Student Care Services (SCS) offers guidance, resources, and referrals to UCF students who are experiencing a distressing situation which significantly impacts academic or personal success."
"1523568745-262","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/7efcb4ea-df76-422f-b49f-16e990c8644826bc838b-1f18-4ac7-9fc8-0a0fd0a7a77b.jpg?preset=small-sq","Flute Club","The UCF Flute Club is an organization within the UCF Music Department comprised of students who have a mutual interest in music, its performance through the flute, as well as the education of music to others."
"1523568745-167","https://knightconnect.campuslabs.com/engage/organizations","","C","The center partners with public- and private-sector community leaders with the intent to develop broad-based community initiatives to address and resolve those pressing concerns."
"1523568745-243","https://knightconnect.campuslabs.com/engage/organizations","","E","The Equestrian Club features three teams: Eventing, Hunt Seat, and Western. While each team is part of the club, they all compete separately. The club meets once a month to discuss horse shows, fundraisers, and volunteering events. We volunteer once a ..."
"1523568745-411","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/6e150246-5781-4a61-b835-41727c73f719cd3fced8-ea88-4e5b-a886-9f2dfb54e749.jpg?preset=small-sq","Men's Volleyball Club @ UCF","The Men's Volleyball Club at UCF provides a competitive volleyball environment for all students to enjoy!"
"1523568745-137","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/2f38173c-4ed0-442a-b4cb-8d1b507d3007dc09bcfd-24c3-4baa-ac63-2b91f9a8cc71.jpg?preset=small-sq","Baptist Collegiate Ministries","BCM (Baptist Collegiate Ministries) is a place for students to explore the claims of Jesus Christ and experience the excitement of answering the call to follow Him."
"1523568745-504","https://knightconnect.campuslabs.com/engage/organizations","","P","We are an organization dedicated to enhancing students' education in the field of ceramics. We provide tools, materials, and workshops for ceramics students."
"1523568745-518","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/97d31525-7292-4ca6-89fa-507540e2a47cb634cf95-9485-419e-aae3-786b19c73738.jpg?preset=small-sq","Project for Haiti Knights","P4HKnights supports sustainable development in Haiti. As an organization we fund raises for our projects and travel to Haiti in order to volunteer our services where needed."
"1523568745-561","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/ef3cb5cf-9afc-48d7-961f-8d74ef8335ef4b68bb17-f883-473a-8310-a3aaabb3a050.jpg?preset=small-sq","Service-Dog Training and Education Program at University of Central Florida","The mission of STEP@UCF is to teach members about puppy care and training, while educating the student body/general public about the disabilities and help that service dogs provide. We complete volunteer activities both on campus and off with CCI."
"1523568745-226","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/9b85b8a3-4289-4807-8fba-2ae1ad4db1980b7ee5bb-38e0-4c3e-af40-30be927e9eb9.jpg?preset=small-sq","Design &amp; Code","To encourage collaboration and learning of web related trends and technologies by offering informative presentations, question and answer sessions, and project work days, to students looking to extend their web design and development education."
"1523568745-395","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/edd3507f-0fae-4465-abe8-5e7d5ea531faa1f9496e-ccfa-444a-9221-7d11c2b39694.jpeg?preset=small-sq","Lemon Club at UCF","Our mission is to raise money and awareness of childhood cancer causes, primarily for research into new
treatments and cures, and to encourage and empower others, especially children, to get involved and make a
difference for children with cancer."
"1523568745-420","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/5a306d39-a207-48a6-93c9-a6afc8904e9c455fc181-1ca2-4e4e-94ad-8fe15d6c37cf.jpg?preset=small-sq","Multicultural Association of Pre-Health Students","Strives to foster a family environment that invites, collaborates, encourages, and educates its members and neighboring community organizations. Our mission is to provide underrepresented students with the knowledge and experience in health care."
"1523568745-124","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/f4e578f0-37f1-4c9e-a477-205593ec68308aa7adb6-855a-4cb0-a04e-1180dc3b5551.jpg?preset=small-sq","Association of Latino Professionals in Finance and Accounting","ALPFA at the University of Central Florida is a leading non-profit professional development organization with a vision to help its members develop professionally and obtain internships and jobs through the ALPFA National network."
"1523568745-523","https://knightconnect.campuslabs.com/engage/organizations","","P","Graduate student organization for the Clinical Psychology M.A program at the Sanford / Lake Mary campus"
"1523568745-100","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/aa4f7b21-d96b-4022-8e4c-36fc8b9f3b1cec74c369-7c18-40c8-ac43-cb37721ebc48.jpg?preset=small-sq","American Society for Quality","Facilitate continuous communication between ASQ and UCF students by providing learning and networking opportunities with practical knowledge in the quality field."
"1523568745-76","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/762443e3-c0de-4c28-b9b7-fa5bfc81450e43e3eb15-99e9-4579-a59c-849a01efc3f0.png?preset=small-sq","African Students Organization","ASO is committed to promoting African Awareness at UCF as well as in the Orlando community. We also strive to support any African students at UCF and educate the student body and faculty members about African history and culture."
"1523568745-192","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/a8433b1e-2c4c-440f-9a45-93b3fe83a7f70ed079ad-246f-4c9d-819e-d88b817d33f6.png?preset=small-sq","Collegiate Mathematical Society","The mission of Math Club is to promote the understanding and appreciation of mathematics both within the club and the community at large, and broaden and enrich their participation in the world of mathematics."
"1523568745-497","https://knightconnect.campuslabs.com/engage/organizations","","P","The mission of Pi Beta Phi Fraternity for Women is to promote friendship, develop women of intellect and integrity, cultivate leadership potential and enrich lives through community servic"
"1523568745-82","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/a1dd7113-1072-4132-a32b-3fa8aac7eecbbf27719d-80bc-4459-bc65-64791f63e341.jpg?preset=small-sq","Alpha Kappa Psi, Co-Ed Professional Business Fraternity","The premier developer of principled business leaders, we cater to a coed atmosphere, promoting the ethics of business to a large and diversified student population. We are open to all majors as we strive to build professional development for all."
"1523568745-125","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/371a4868-d347-4d1d-a903-b6de13c229d734676752-a95c-422c-8431-6667544997d6.jpg?preset=small-sq","Association of Pre-Nursing Students","APNS has the goal to educate undergraduate students in the nursing-pending major track on the UCF Nursing program and how to best prepare to apply, enter the program and nursing field in general.  Members are also involved in service projects."
"1523568745-478","https://knightconnect.campuslabs.com/engage/organizations","","P","To provide members with involvement opportunities within the music industry through hands on experiences working directly with artists, event/concert production experience and networking."
"1523568745-130","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/94aebeef-a4e3-4f57-83f8-ee48f620d7fbe446ec94-3558-4561-8aa9-fa11b219717c.jpg?preset=small-sq","Aviator Knights","The mission of Aviator Knights is to create a community of people interested in flying and to promote a place to connect and enjoy aviation together."
"1523568745-370","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/9a7d4646-d16c-4f1d-ab6d-4799624f2e0d81e44e3f-9ddb-427c-ba1a-dc68c7e1e41f.jpg?preset=small-sq","Knights Go Green","Our mission is to initiate action towards environmental protection within the college atmosphere, increase green practices among college students, and improve the overall condition of the Florida ecosystem."
"1523568745-265","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/b5677317-18a4-42fc-9afc-fa1d86e48e7a083b6b9c-87da-4f71-999f-24348cfddea9.jpg?preset=small-sq","Fraternity and Sorority Life","The mission of Fraternity and Sorority Life is to provide a quality and safe undergraduate fraternal experience that enhances student development through the active advising of student leaders."
"1523568745-200","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/75c36885-8683-4475-88e6-d9d99d2e1dbe19ded7d5-cc8e-4168-82ea-691fdfe18511.jpg?preset=small-sq","Country Music Association Education","CMA EDU is a student organization that is associated with the Country Music Association in Nashville. We provide networking connections as well as opportunities to learn more about the music industry!"
"1523568745-494","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/c3699d61-3eda-4dda-9bc3-dcbf595ae33977fd3331-6650-4ae2-b961-a15e9033ba30.jpg?preset=small-sq","Photography Club","The Photography Club at UCF is a student-lead organization focused on bringing together students who share a passion for photography. Our purpose is to explore various topics within photography and help our members learn and grow within their art."
"1523568745-553","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/a4b16479-3ab8-4e48-8956-223100f9a2aa6db13318-d571-4180-806a-e7a8aac69c6f.jpg?preset=small-sq","Running Club @ UCF","We are UCF's official running club! If you like to run or are looking to get into running then Knight Runners is the club to join!We are a recreational and competitive running club with a goal to accommodate most skill levels and provide a community fo..."
"1523568745-151","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/47f5f4db-62cd-48c9-99a6-4d0cbcbb47e4ad2a034c-1f1b-4715-9219-14d5fb5caf3b.png?preset=small-sq","Botanical Society at the University of Central Florida","Our goal is to create a community for students interested in botanical science. We aim to also provide education and networking opportunities for our members."
"1523568745-593","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/1cd64bd5-497c-460a-8f13-98c73b94c74c4f721b0f-63f7-46e1-b568-1618a04756b9.jpg?preset=small-sq","Society of Women Engineers","SWE is a society for women in engineering to connect with one another. There is still a small percentage of women in engineering and we want to encourage women of all ages to learn more about the technology field."
"1523568745-393","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/f83284e7-35d4-4274-ac23-3f180dc6364d16ab1a4c-da03-45f8-9fa5-66adc5bf724f.jpg?preset=small-sq","LEAD Students Association","This is a selective two-year leadership development program offering unique services and opportunities to its students. The program emphasizes academics, community service, and leadership."
"1523568745-303","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/0361be2a-95b1-4663-9414-e3383b0a01a7f1ba6fad-f14a-4577-bd57-ae8b3a73f2c3.jpg?preset=small-sq","Hercules Area Council","The mission of the Department of Housing and Residence Life is to provide students living in university housing with a safe and secure environment that is conducive to academic and personal achievement."
"1523568745-166","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/060b1687-d3b3-4cfc-afdb-37bfb6b0a5dcc42c3d47-55dc-4c62-b308-7ddd819c07ad.jpg?preset=small-sq","Catholic Campus Ministry","To provide students and members of the university community a home where they can strengthen their faith, discern the call of God, and grow into passionate Catholic leaders."
"1523568745-495","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/997eb60c-6b88-4946-8405-18e9a01271586b3a0c32-f81d-4c17-aa6b-43d1c9f4cffb.jpg?preset=small-sq","Photonics Society","Photonics Society is affiliate to the IEEE, focusing on 
photonics research.  Photonics Society is basically an academic organization. We invite distinguished seminar speakers and hold open house events as well as scientific competitions."
"1523568745-439","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/814968ef-5f85-4a94-a36d-a7692596a09cbab8ef7d-86aa-40d2-a52f-71e256431a42.jpg?preset=small-sq","National Society of Hispanic MBAs University Chapter at UCF","Empower Hispanic business professionals to achieve their full educational, economic and social potential."
"1523568745-475","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/b83b6f10-5870-4202-9208-1229f2459d8d9e0da5ca-02b3-4c0f-bad0-70144ffcd94d.png?preset=small-sq","Pediatric Association of Caring Knights","To provide specialized opportunities for students aspiring to enter a medical and public affairs-based profession with an interest in pediatrics through community involvement, education seminars, and networking."
"1523568745-84","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/a9d6f30a-45aa-4d07-a959-b26efc0e8108f7a9be0b-13e9-40aa-9d29-5042814122a7.jpg?preset=small-sq","Alpha Phi Omega","To assemble the students of UCF in the fellowship of the Scout Oath and Law, to develop friendship, leadership, and association among students, and to promote service to the student body and faculty, to the youth and the community."
"1523568745-120","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/5d3a53f8-6503-49b4-aa61-ace527318340e3656eb7-f588-431f-bf05-0868b4bcffef.jpg?preset=small-sq","Association for Doctoral Students in Exceptional Education","The Association of Doctoral Students in Exceptional Education is a professional organization that focuses on supporting doctoral students, research, and supporting doctoral students through their dissertations."
"1523568745-136","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/f538e81f-d5a6-4d6a-b385-d75c9fae3e387251511c-e4a2-4815-a9f0-931b580a5d77.jpg?preset=small-sq","BAPS Campus Fellowship","The purpose of the organization shall be to unite students on University of Central Florida’s campus and provide opportunities to learn about Hindu heritage and culture."
"1523568745-197","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/5e27b4ac-cb28-4fb3-88b6-26e56ce6cdea772e2c4d-2a10-4f98-8586-3016026441b6.jpg?preset=small-sq","Contemporary A Cappella","Contemporary A Cappella, or CAC, is the umbrella organization that oversees several a cappella groups at the University of Central Florida. Currently we have six groups on campus: Crescendudes, Gemini Blvd., So Noted, KeyHarmony, Voicebox & Mixed Mode."
"1523568745-423","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/1865e8e6-509e-4feb-8d2d-545e3838cb736bbf5f58-9bc2-4ac7-8125-bb6a6bae7687.jpg?preset=small-sq","Muslim Student Association","The mission of MSA at UCF is to serve God by encouraging the personal development of Muslim students through education, support, & service, by providing a foundation for community well-being, and by serving as a source of Islamic enlightenment on campus."
"1523568745-111","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/9956f247-af55-46b7-bc26-d146d630c857cbc8efa4-7b15-40f2-a5a2-00d0e895d378.jpg?preset=small-sq","Armed Services Leadership Society","Our mission is to transform members into better contributing members of society and potentially future leaders in the United States Armed Services by providing opportunities to develop and harness leadership attributes."
"1523568745-524","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/ca400448-083d-4dfd-8d84-098b1466cd040479868f-e704-4556-ac64-29fa6e65df14.jpg?preset=small-sq","Psychological Society","It is our intent and purpose to provide students with educational as well as entertaining activities within the realm of psychology. We aim to serve as a forum for students to discuss psychology, its related issues and how it affects student life."
"1523568745-203","https://knightconnect.campuslabs.com/engage/organizations","","C","Crew Call Production is an organization that comes together for the  purpose of Entertainment Television and to produce content that will be aired though campus cable while also connecting with members of the industry."
"1523568745-86","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/9903c822-b388-47d9-954d-7d50cd849e398d43361b-1df4-4e1c-8d05-dfe4e5154865.png?preset=small-sq","Alpha Pi Mu","The mission of Alpha Pi Mu is to foster participation within the Industrial Engineering profession, encourage service in the local community, and seek to further the knowledge of Industrial Engineering to future generations."
"1523568745-430","https://knightconnect.campuslabs.com/engage/organizations","","N","The mission of the National Communication Association Student Clubs is to provide a forum for interaction among students, faculty, and others interested in the study, research, criticism, training, and application of the artistic, humanistic..."
